state,schoolName,campus,nsaCert,programName,programUrl
"Utah","Western Governors University","Salt Lake City, Utah","","Online Bachelor of Science in Network Operations and Security","https://www.wgu.edu/online-it-degrees/network-administration-information-technology-security-bachelors-program.html"
"Vermont","University of Vermont","Burlington, Vermont","","Certificate in Computer Software – Cybersecurity Track","https://learn.uvm.edu/program/certificate-in-computer-software/"
"Virginia","Danville Community College","Danville, Virginia","NSACAE","Certificate in Cyber Security","https://www.dcc.vccs.edu/Departments/B&EIT/IT/CSC/Cybersecurity.html"
"Virginia","Danville Community College","Danville, Virginia","NSACAE","Certificate in Cybercrime Investigation","https://www.dcc.vccs.edu/Departments/B&EIT/IT/CSC/Cybercrime.html"
"Virginia","ECPI University","Virginia Beach, Virginia","","Associate of Science in Computer and Information Science – Cyber and Network Security Concentration","https://www.ecpi.edu/programs/cyber-network-security-associate-degree"
"Virginia","ECPI University","Virginia Beach, Virginia","","Bachelor of Science in Computer and Information Science – Cyber and Network Security Major","https://www.ecpi.edu/programs/cyber-network-security-bachelor-degree"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","Applied Cyber Security Graduate Certificate","https://catalog.gmu.edu/colleges-schools/engineering/information-sciences-technology/applied-cyber-security-graduate-certificate/"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","Bachelor of Science in Cyber Security Engineering","https://volgenau.gmu.edu/program/view/20490"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","BAS Concentration in Cybersecurity","https://bas.gmu.edu/bas/bascybersecurity/"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","Certificate Program in Telecommunications Forensics and Security","https://ece.gmu.edu/graduate-certificates/certificate-program-telecommunications-forensics-and-security"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","Masters in Information Security and Assurance","https://cs.gmu.edu/prospective-students/ms-programs/"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","MS in Computer Engineering – Network and System Security","https://ece.gmu.edu/graduate-studies/masters-programs/ms-computer-engineering"
"Virginia","George Mason University","Fairfax, Virginia","NSACAE","MS in Management of Secure Information Systems","https://volgenau.gmu.edu/program/view/19702"
"Virginia","Hampton University","Hampton, Virginia","NSACAE","Master of Science degree in Information Assurance","https://science.hamptonu.edu/compsci/"
"Virginia","James Madison University","Harrisonburg, Virginia","NSACAE","Certificate in Network/Information Security","http://www.jmu.edu/outreach/programs/certificates.shtml"
"Virginia","James Madison University","Harrisonburg, Virginia","NSACAE","Certificate in Secure Computer and Database Systems","http://www.jmu.edu/outreach/programs/certificates.shtml"
"Virginia","James Madison University","Harrisonburg, Virginia","NSACAE","Master of Science in Information Security","http://www.jmu.edu/infosec/"
"Virginia","James Madison University","Harrisonburg, Virginia","NSACAE","Online Graduate Certificate in Cyber Intelligence","http://www.jmu.edu/outreach/programs/all/cyber-intelligence/index.shtml"
"Virginia","Liberty University","Lynchburg, Virginia","","Bachelor of Science in Information Technology – Data Networking and Security","https://www.liberty.edu/online/business/bachelors/information-technology/data-networking-and-security/"
"Virginia","Liberty University","Lynchburg, Virginia","","Master of Science in Cyber Security","https://www.liberty.edu/online/business/masters/cyber-security/"
"Virginia","Liberty University","Lynchburg, Virginia","","Master of Science in Information Systems – Information Assurance","https://www.liberty.edu/online/business/masters/information-systems/"
"Virginia","Liberty University","Lynchburg, Virginia","","Online Bachelor of Science in Information Systems – Information Assurance","https://www.liberty.edu/online/business/bachelors/information-systems/information-assurance/"
"Virginia","Lord Fairfax Community College","Middletown, Virginia","NSACAE","Associate of Applied Science in Cybersecurity","https://lfcc.edu/cybersecurity/"
"Virginia","Lord Fairfax Community College","Middletown, Virginia","NSACAE","Cybersecurity Career Studies Certificate","https://lfcc.edu/cybersecurity/"
"Virginia","Lynchburg College","Lynchburg, Virginia","","Graduate Certificate in Cybersecurity","https://www.lynchburg.edu/graduate/graduate-certificates/cybersecurity/"
"Virginia","Marymount University","Arlington, Virginia","NSACAE","Bachelor of Science in Information Technology – Specialty in Networking and Cybersecurity","https://www.marymount.edu/Academics/School-of-Business-Administration/Undergraduate-Programs/Information-Technology-(B-S-)/Program-Requirements/Information-Technology-(B-S-)"
"Virginia","Marymount University","Arlington, Virginia","NSACAE","Computer Security and Information Assurance Graduate Certificate","https://www.marymount.edu/Academics/School-of-Business-Administration/Graduate-Programs/Information-Technology-(M-S-)/Program-Requirements"
"Virginia","Marymount University","Arlington, Virginia","NSACAE","Cybersecurity (M.S.)","https://www.marymount.edu/Academics/School-of-Business-Administration/Graduate-Programs/Cybersecurity-(M-S-)"
"Virginia","Marymount University","Arlington, Virginia","NSACAE","Master of Science in Information Technology – Cybersecurity Concentration","https://www.marymount.edu/Academics/School-of-Business-Administration/Graduate-Programs/Information-Technology-(M-S-)"
"Virginia","Norfolk State University","Norfolk, Virginia","NSACAE","BS in Computer Science – Information Assurance Emphasis","http://www.cs.nsu.edu/programs/ugradBS_CSC.html"
"Virginia","Norfolk State University","Norfolk, Virginia","NSACAE","MS Cybersecurity","https://www.nsu.edu/Academics/Faculty-and-Academic-Divisions/Schools-and-Colleges/College-of-Science-Engineering-and-Technology/Departments/Computer-Science/Programs/Master-of-Science-in-Cybersecurity"
"Virginia","Norfolk State University","Norfolk, Virginia","NSACAE","MS in Computer Science – Information Assurance Emphasis","https://www.nsu.edu/Academics/Faculty-and-Academic-Divisions/Schools-and-Colleges/College-of-Science-Engineering-and-Technology/Departments/Computer-Science/Programs/Master-of-Science-in-Computer-Science"
"Virginia","Northern Virginia Community College","Annandale, Virginia","NSACAE","Associate of Applied Science in Cybersecurity","https://www.nvcc.edu/academics/divisions/mstb/index.html"
"Virginia","Northern Virginia Community College","Annandale, Virginia","NSACAE","Cybersecurity Career Studies Certificate","https://www.nvcc.edu/academics/divisions/mstb/index.html"
"Virginia","Old Dominion University","Norfolk, Virginia","","Bachelor of Science in Cybercrime","https://www.odu.edu/academics/programs/undergraduate/cybercrime"
"Virginia","Old Dominion University","Norfolk, Virginia","","Bachelor of Science in Cybersecurity","https://online.odu.edu/programs/cybersecurity-bachelors"
"Virginia","Old Dominion University","Norfolk, Virginia","","Cyber Security Certificate","https://online.odu.edu/programs/cybersecurity-certificate"
"Virginia","Old Dominion University","Norfolk, Virginia","","Graduate Certificate in Cyber Systems Security","http://catalog.odu.edu/graduate/frankbattencollegeofengineeringandtechnology/#interdisciplinarygraduatecertificateprograms"
"Virginia","Old Dominion University","Norfolk, Virginia","","Master of Science in Cybersecurity","https://www.odu.edu/academics/programs/masters/cybersecurity"
"Virginia","Old Dominion University","Norfolk, Virginia","","Minor in Cybersecurity","https://www.odu.edu/academics/programs/minor/cybersecurity"
"Virginia","Radford University","Radford, Virginia","","Undergraduate Certificate in Information Security","https://www.radford.edu/~puppuluri/security.html"
"Virginia","Regent University","Virginia Beach, Virginia","","Bachelor of Science in Cyber & Digital Forensics","https://www.regent.edu/program/b-s-in-cyber-digital-forensics/"
"Virginia","Regent University","Virginia Beach, Virginia","","Bachelor of Science in Cybersecurity","https://www.regent.edu/college-of-arts-and-sciences/program/b-s-in-cybersecurity/?utm_expid=40701702-34.V2xTgtMaQxW1fv3cgFp1xA.0"
"Virginia","Regent University","Virginia Beach, Virginia","","Certificate of Graduate Studies in Cybersecurity","https://www.regent.edu/program/certificate-of-graduate-studies-in-cybersecurity-policy/"
"Virginia","Stratford University","Fairfax, Virginia","","Master of Science in Digital Forensics","https://www.stratford.edu/computer-information-systems/master-digital-forensics"
"Virginia","Strayer University","Arlington, Virginia","","Bachelor of Science in Information Technology – Cyber Security Technology","https://www.strayer.edu/online-degrees/bachelors/information-technology/cyber-security-technology"
"Virginia","Strayer University","Arlington, Virginia","","Bachelor of Science in Information Technology – Digital Forensics Technology","https://www.strayer.edu/online-degrees/bachelors/information-technology/digital-forensics-technology"
"Virginia","Strayer University","Arlington, Virginia","","Master of Science in Information Assurance","https://www.strayer.edu/online-degrees/masters/information-assurance"
"Virginia","Strayer University","Arlington, Virginia","","Master of Science in Information Systems: Computer Forensic Management","https://www.strayer.edu/online-degrees/masters/information-systems/computer-forensic-management"
"Virginia","Thomas Nelson Community College","Hampton, Virginia","NSACAE","Associate of Applied Science in Information Systems Technology – Cybersecurity Pathway","https://tncc.edu/cybersecurity/programs"
"Virginia","Thomas Nelson Community College","Hampton, Virginia","NSACAE","Career Studies Certificate in Cybersecurity for Enterprise","https://tncc.edu/cybersecurity/programs"
"Virginia","Thomas Nelson Community College","Hampton, Virginia","NSACAE","Career Studies Certificate in Cybersecurity for Local Area Networks","https://tncc.edu/cybersecurity/programs"
"Virginia","Tidewater Community College","Norfolk, Virginia","","Associate of Applied Science in Information Systems Technology – Cyber Security Concentration","https://www.tcc.edu/academics/information-technology/programs/information-systems-technology-degree"
"Virginia","Tidewater Community College","Norfolk, Virginia","","Career Studies Certificate in Cyber Security","https://www.tcc.edu/academics/information-technology/programs/cyber-security-career-certificate"
"Virginia","University of Fairfax","Roanoke, Virginia","","Cybersecurity Best Practices (CBP) – CISSP Graduate Certificate","https://www.ufairfax.edu/certifications/"
"Virginia","University of Fairfax","Roanoke, Virginia","","Doctor of Science in Information Assurance (DSc)","https://www.ufairfax.edu/doctorate/cybersecurity/"
